origin,destination,distance_in_time
"32.843956,-116.994511","33.913168,-117.865456",1 hour 53 mins
"32.843956,-116.994511","32.631371,-116.96773",24 mins
"32.843956,-116.994511","38.498775,-121.433766",7 hour 57 mins
"32.843956,-116.994511","34.050338,-118.084287",2 hour 5 mins
"32.843956,-116.994511","34.073689,-117.88609",1 hour 55 mins
"32.843956,-116.994511","33.129612,-117.062391",37 mins
"32.843956,-116.994511","33.737428,-117.915362",1 hour 32 mins
"32.843956,-116.994511","38.595884,-121.291214",8 hour 15 mins
"33.906763,-118.076549","37.322401,-121.973234",5 hour 45 mins
"33.906763,-118.076549","32.805378,-117.116368",1 hour 36 mins
"33.906763,-118.076549","38.048958,-121.37384",5 hour 40 mins
"33.906763,-118.076549","35.208437,-118.828899",2 hour 10 mins
"33.906763,-118.076549","38.888596,-121.292601",6 hour 44 mins
"33.906763,-118.076549","33.819474,-117.908042",17 mins
"33.906763,-118.076549","37.947523,-122.384032",6 hour 18 mins
"33.906763,-118.076549","33.913168,-117.865456",24 mins
"33.906763,-118.076549","32.631371,-116.96773",1 hour 54 mins
"33.906763,-118.076549","38.498775,-121.433766",6 hour 12 mins
"33.906763,-118.076549","34.050338,-118.084287",22 mins
"33.906763,-118.076549","34.073689,-117.88609",28 mins
"33.906763,-118.076549","33.129612,-117.062391",1 hour 30 mins
"33.906763,-118.076549","33.737428,-117.915362",27 mins
"33.906763,-118.076549","38.595884,-121.291214",6 hour 26 mins
"33.788145,-117.87655","37.322401,-121.973234",5 hour 56 mins
"33.788145,-117.87655","32.805378,-117.116368",1 hour 24 mins
"33.788145,-117.87655","38.048958,-121.37384",5 hour 51 mins
"33.788145,-117.87655","35.208437,-118.828899",2 hour 21 mins
"33.788145,-117.87655","38.888596,-121.292601",6 hour 55 mins
"33.788145,-117.87655","33.819474,-117.908042",8 mins
"33.788145,-117.87655","37.947523,-122.384032",6 hour 29 mins
"33.788145,-117.87655","33.913168,-117.865456",14 mins
"33.788145,-117.87655","32.631371,-116.96773",1 hour 41 mins
"33.788145,-117.87655","38.498775,-121.433766",6 hour 23 mins
"33.788145,-117.87655","34.050338,-118.084287",32 mins
"33.788145,-117.87655","34.073689,-117.88609",29 mins
"33.788145,-117.87655","33.129612,-117.062391",1 hour 18 mins
"33.788145,-117.87655","33.737428,-117.915362",13 mins
"33.788145,-117.87655","38.595884,-121.291214",6 hour 37 mins
"33.752748,-117.474266","37.322401,-121.973234",6 hour 23 mins
"33.752748,-117.474266","32.805378,-117.116368",1 hour 17 mins
"33.752748,-117.474266","38.048958,-121.37384",6 hour 18 mins
"33.752748,-117.474266","35.208437,-118.828899",2 hour 48 mins
"33.752748,-117.474266","38.888596,-121.292601",7 hour 18 mins
"33.752748,-117.474266","33.819474,-117.908042",42 mins
"33.752748,-117.474266","37.947523,-122.384032",6 hour 56 mins
"33.752748,-117.474266","33.913168,-117.865456",42 mins
"33.752748,-117.474266","32.631371,-116.96773",1 hour 37 mins
"33.752748,-117.474266","38.498775,-121.433766",6 hour 46 mins
"33.752748,-117.474266","34.050338,-118.084287",54 mins
"33.752748,-117.474266","34.073689,-117.88609",45 mins
"33.752748,-117.474266","33.129612,-117.062391",1 hour 3 mins
"33.752748,-117.474266","33.737428,-117.915362",49 mins
"33.752748,-117.474266","38.595884,-121.291214",7 hour 1 mins
"37.834776,-122.26328","37.322401,-121.973234",52 mins
"37.834776,-122.26328","32.805378,-117.116368",7 hour 30 mins
"37.834776,-122.26328","38.048958,-121.37384",1 hour 12 mins
"37.834776,-122.26328","35.208437,-118.828899",4 hour 25 mins
"37.834776,-122.26328","38.888596,-121.292601",1 hour 46 mins
"37.834776,-122.26328","33.819474,-117.908042",6 hour 11 mins
"37.834776,-122.26328","37.947523,-122.384032",21 mins
"37.834776,-122.26328","33.913168,-117.865456",6 hour 13 mins
"37.834776,-122.26328","32.631371,-116.96773",7 hour 47 mins
"37.834776,-122.26328","38.498775,-121.433766",1 hour 26 mins
"37.834776,-122.26328","34.050338,-118.084287",5 hour 52 mins
"37.834776,-122.26328","34.073689,-117.88609",6 hour 2 mins
"37.834776,-122.26328","33.129612,-117.062391",7 hour 23 mins
"37.834776,-122.26328","33.737428,-117.915362",6 hour 19 mins
"37.834776,-122.26328","38.595884,-121.291214",1 hour 31 mins
"36.822348,-119.760241","37.322401,-121.973234",2 hour 42 mins
"36.822348,-119.760241","32.805378,-117.116368",5 hour 32 mins
"36.822348,-119.760241","38.048958,-121.37384",2 hour 13 mins
"36.822348,-119.760241","35.208437,-118.828899",2 hour 11 mins
"36.822348,-119.760241","38.888596,-121.292601",3 hour 10 mins
"36.822348,-119.760241","33.819474,-117.908042",4 hour 5 mins
"36.822348,-119.760241","37.947523,-122.384032",3 hour 6 mins
"36.822348,-119.760241","33.913168,-117.865456",4 hour 7 mins
"36.822348,-119.760241","32.631371,-116.96773",5 hour 41 mins
"36.822348,-119.760241","38.498775,-121.433766",2 hour 38 mins
"36.822348,-119.760241","34.050338,-118.084287",3 hour 46 mins
"36.822348,-119.760241","34.073689,-117.88609",3 hour 56 mins
"36.822348,-119.760241","33.129612,-117.062391",5 hour 17 mins
"36.822348,-119.760241","33.737428,-117.915362",4 hour 13 mins
"36.822348,-119.760241","38.595884,-121.291214",2 hour 52 mins
"34.236302,-118.249185","37.322401,-121.973234",5 hour 14 mins
"34.236302,-118.249185","32.805378,-117.116368",2 hour 14 mins
"34.236302,-118.249185","38.048958,-121.37384",5 hour 16 mins
"34.236302,-118.249185","35.208437,-118.828899",1 hour 39 mins
"34.236302,-118.249185","38.888596,-121.292601",6 hour 14 mins
"34.236302,-118.249185","33.819474,-117.908042",50 mins
"34.236302,-118.249185","37.947523,-122.384032",5 hour 47 mins
"34.236302,-118.249185","33.913168,-117.865456",49 mins
"34.236302,-118.249185","32.631371,-116.96773",2 hour 34 mins
"34.236302,-118.249185","38.498775,-121.433766",5 hour 42 mins
"34.236302,-118.249185","34.050338,-118.084287",31 mins
"34.236302,-118.249185","34.073689,-117.88609",38 mins
"34.236302,-118.249185","33.129612,-117.062391",1 hour 59 mins
"34.236302,-118.249185","33.737428,-117.915362",1 hour 0 mins
"34.236302,-118.249185","38.595884,-121.291214",5 hour 57 mins
"34.026608,-118.473643","37.322401,-121.973234",5 hour 22 mins
"34.026608,-118.473643","32.805378,-117.116368",2 hour 3 mins
"34.026608,-118.473643","38.048958,-121.37384",5 hour 17 mins
"34.026608,-118.473643","35.208437,-118.828899",1 hour 47 mins
"34.026608,-118.473643","38.888596,-121.292601",6 hour 22 mins
"34.026608,-118.473643","33.819474,-117.908042",50 mins
"34.026608,-118.473643","37.947523,-122.384032",5 hour 55 mins
"34.026608,-118.473643","33.913168,-117.865456",53 mins
"34.026608,-118.473643","32.631371,-116.96773",2 hour 21 mins
"34.026608,-118.473643","38.498775,-121.433766",5 hour 50 mins
"34.026608,-118.473643","34.050338,-118.084287",32 mins
"34.026608,-118.473643","34.073689,-117.88609",44 mins
"34.026608,-118.473643","33.129612,-117.062391",1 hour 57 mins
"34.026608,-118.473643","33.737428,-117.915362",51 mins
"34.026608,-118.473643","38.595884,-121.291214",6 hour 5 mins
"38.270602,-107.302888","38.749609,-108.05355",1 hour 47 mins
"38.270602,-107.302888","39.876274,-104.986202",4 hour 49 mins
"38.270602,-107.302888","37.997895,-103.591688",5 hour 9 mins
"38.270602,-107.302888","40.422969,-104.753585",5 hour 36 mins
"37.787772,-105.18487","38.749609,-108.05355",4 hour 26 mins
"37.787772,-105.18487","39.876274,-104.986202",2 hour 50 mins
"37.787772,-105.18487","37.997895,-103.591688",1 hour 38 mins
"37.787772,-105.18487","40.422969,-104.753585",3 hour 41 mins
"37.04224,-104.04747","38.749609,-108.05355",6 hour 6 mins
"37.04224,-104.04747","39.876274,-104.986202",3 hour 37 mins
"37.04224,-104.04747","37.997895,-103.591688",1 hour 43 mins
"37.04224,-104.04747","40.422969,-104.753585",4 hour 29 mins
"38.818756,-104.117904","38.749609,-108.05355",5 hour 42 mins
"38.818756,-104.117904","39.876274,-104.986202",2 hour 0 mins
"38.818756,-104.117904","37.997895,-103.591688",1 hour 28 mins
"38.818756,-104.117904","40.422969,-104.753585",2 hour 45 mins
"39.545917,-105.011797","38.749609,-108.05355",4 hour 32 mins
"39.545917,-105.011797","39.876274,-104.986202",39 mins
"39.545917,-105.011797","37.997895,-103.591688",2 hour 33 mins
"39.545917,-105.011797","40.422969,-104.753585",1 hour 26 mins
"39.702037,-104.911434","38.749609,-108.05355",4 hour 34 mins
"39.702037,-104.911434","39.876274,-104.986202",28 mins
"39.702037,-104.911434","37.997895,-103.591688",2 hour 39 mins
"39.702037,-104.911434","40.422969,-104.753585",1 hour 15 mins
"41.676116,-73.246125","41.296682,-72.381942",1 hour 18 mins
"41.676116,-73.246125","41.477011,-72.810644",47 mins
"41.676116,-73.246125","41.924113,-71.886176",1 hour 50 mins
"41.676116,-73.246125","41.470569,-73.028018",34 mins
"41.470921,-73.240839","41.296682,-72.381942",1 hour 12 mins
"41.470921,-73.240839","41.477011,-72.810644",41 mins
"41.470921,-73.240839","41.924113,-71.886176",1 hour 44 mins
"41.470921,-73.240839","41.470569,-73.028018",29 mins
"41.100918,-73.520517","41.296682,-72.381942",1 hour 12 mins
"41.100918,-73.520517","41.477011,-72.810644",55 mins
"41.100918,-73.520517","41.924113,-71.886176",2 hour 1 mins
"41.100918,-73.520517","41.470569,-73.028018",49 mins
"39.160542,-75.597381","39.653639,-75.621507",46 mins
"39.160542,-75.597381","38.70263,-75.404383",51 mins
"30.17247,-83.609333","27.829307,-80.481708",4 hour 41 mins
"30.17247,-83.609333","26.671786,-81.928616",5 hour 6 mins
"30.17247,-83.609333","30.100938,-81.774197",2 hour 14 mins
"30.17247,-83.609333","25.741947,-80.433227",6 hour 40 mins
"30.17247,-83.609333","28.670561,-81.457157",3 hour 26 mins
"30.17247,-83.609333","28.617164,-81.260113",3 hour 32 mins
"30.17247,-83.609333","27.926593,-82.785909",3 hour 38 mins
"30.17247,-83.609333","30.488843,-84.318553",55 mins
"30.17247,-83.609333","30.727834,-86.564549",2 hour 53 mins
"30.17247,-83.609333","28.448177,-81.42483",3 hour 23 mins
"30.17247,-83.609333","27.460132,-82.615261",4 hour 6 mins
"30.17247,-83.609333","30.600837,-87.116855",3 hour 32 mins
"30.17247,-83.609333","29.142507,-81.033577",3 hour 25 mins
"30.17247,-83.609333","29.087221,-82.250806",2 hour 21 mins
"30.17247,-83.609333","28.473958,-81.287554",3 hour 31 mins
"30.17247,-83.609333","nan,nan",N/A
"30.17247,-83.609333","27.265699,-80.287024",5 hour 1 mins
"30.17247,-83.609333","26.555218,-81.906602",5 hour 23 mins
"30.17247,-83.609333","28.022595,-82.50629",3 hour 15 mins
"30.17247,-83.609333","28.142893,-81.447848",3 hour 55 mins
"30.17247,-83.609333","29.063053,-82.455587",2 hour 3 mins
"30.17247,-83.609333","30.752566,-85.547114",2 hour 0 mins
"30.17247,-83.609333","26.737753,-81.467487",5 hour 26 mins
"30.17247,-83.609333","30.517192,-86.46021",3 hour 3 mins
"30.17247,-83.609333","28.117919,-81.973816",3 hour 35 mins
"30.17247,-83.609333","28.56644,-81.217568",3 hour 31 mins
"30.17247,-83.609333","30.531238,-87.232132",3 hour 36 mins
"30.17247,-83.609333","30.207456,-81.7603",2 hour 6 mins
"30.17247,-83.609333","28.476861,-82.485769",2 hour 40 mins
"30.17247,-83.609333","26.587676,-80.148403",5 hour 41 mins
"30.17247,-83.609333","28.86982,-81.164154",3 hour 47 mins
"30.17247,-83.609333","27.985937,-82.119411",3 hour 46 mins
"27.106451,-80.45192","27.829307,-80.481708",1 hour 18 mins
"27.106451,-80.45192","26.671786,-81.928616",2 hour 31 mins
"27.106451,-80.45192","30.100938,-81.774197",3 hour 58 mins
"27.106451,-80.45192","25.741947,-80.433227",2 hour 8 mins
"27.106451,-80.45192","28.670561,-81.457157",2 hour 38 mins
"27.106451,-80.45192","28.617164,-81.260113",2 hour 20 mins
"27.106451,-80.45192","27.926593,-82.785909",3 hour 35 mins
"27.106451,-80.45192","30.488843,-84.318553",5 hour 45 mins
"27.106451,-80.45192","30.727834,-86.564549",7 hour 44 mins
"27.106451,-80.45192","28.448177,-81.42483",2 hour 22 mins
"27.106451,-80.45192","27.460132,-82.615261",3 hour 4 mins
"27.106451,-80.45192","30.600837,-87.116855",8 hour 22 mins
"27.106451,-80.45192","29.142507,-81.033577",2 hour 31 mins
"27.106451,-80.45192","29.087221,-82.250806",3 hour 23 mins
"27.106451,-80.45192","28.473958,-81.287554",2 hour 13 mins
"27.106451,-80.45192","nan,nan",N/A
"27.106451,-80.45192","27.265699,-80.287024",51 mins
"27.106451,-80.45192","26.555218,-81.906602",2 hour 39 mins
"27.106451,-80.45192","28.022595,-82.50629",3 hour 23 mins
"27.106451,-80.45192","28.142893,-81.447848",2 hour 34 mins
"27.106451,-80.45192","29.063053,-82.455587",3 hour 36 mins
"27.106451,-80.45192","30.752566,-85.547114",6 hour 51 mins
"27.106451,-80.45192","26.737753,-81.467487",1 hour 50 mins
"27.106451,-80.45192","30.517192,-86.46021",7 hour 53 mins
"27.106451,-80.45192","28.117919,-81.973816",2 hour 47 mins
"27.106451,-80.45192","28.56644,-81.217568",2 hour 17 mins
"27.106451,-80.45192","30.531238,-87.232132",8 hour 26 mins
"27.106451,-80.45192","30.207456,-81.7603",3 hour 46 mins
"27.106451,-80.45192","28.476861,-82.485769",3 hour 45 mins
"27.106451,-80.45192","26.587676,-80.148403",1 hour 8 mins
"27.106451,-80.45192","28.86982,-81.164154",2 hour 35 mins
"27.106451,-80.45192","27.985937,-82.119411",2 hour 52 mins
"28.482826,-82.552854","27.829307,-80.481708",3 hour 5 mins
"28.482826,-82.552854","26.671786,-81.928616",2 hour 40 mins
"28.482826,-82.552854","30.100938,-81.774197",2 hour 50 mins
"28.482826,-82.552854","25.741947,-80.433227",4 hour 44 mins
"28.482826,-82.552854","28.670561,-81.457157",1 hour 52 mins
"28.482826,-82.552854","28.617164,-81.260113",1 hour 56 mins
"28.482826,-82.552854","27.926593,-82.785909",1 hour 11 mins
"28.482826,-82.552854","30.488843,-84.318553",3 hour 34 mins
"28.482826,-82.552854","30.727834,-86.564549",5 hour 33 mins
"28.482826,-82.552854","28.448177,-81.42483",1 hour 47 mins
"28.482826,-82.552854","27.460132,-82.615261",1 hour 39 mins
"28.482826,-82.552854","30.600837,-87.116855",6 hour 11 mins
"28.482826,-82.552854","29.142507,-81.033577",2 hour 30 mins
"28.482826,-82.552854","29.087221,-82.250806",1 hour 11 mins
"28.482826,-82.552854","28.473958,-81.287554",1 hour 55 mins
"28.482826,-82.552854","nan,nan",N/A
"28.482826,-82.552854","27.265699,-80.287024",3 hour 27 mins
"28.482826,-82.552854","26.555218,-81.906602",2 hour 57 mins
"28.482826,-82.552854","28.022595,-82.50629",48 mins
"28.482826,-82.552854","28.142893,-81.447848",2 hour 3 mins
"28.482826,-82.552854","29.063053,-82.455587",1 hour 5 mins
"28.482826,-82.552854","30.752566,-85.547114",4 hour 40 mins
"28.482826,-82.552854","26.737753,-81.467487",3 hour 0 mins
"28.482826,-82.552854","30.517192,-86.46021",5 hour 42 mins
"28.482826,-82.552854","28.117919,-81.973816",1 hour 11 mins
"28.482826,-82.552854","28.56644,-81.217568",1 hour 55 mins
"28.482826,-82.552854","30.531238,-87.232132",6 hour 15 mins
"28.482826,-82.552854","30.207456,-81.7603",3 hour 1 mins
"28.482826,-82.552854","28.476861,-82.485769",11 mins
"28.482826,-82.552854","26.587676,-80.148403",4 hour 5 mins
"28.482826,-82.552854","28.86982,-81.164154",2 hour 20 mins
"28.482826,-82.552854","27.985937,-82.119411",1 hour 19 mins
"26.678619,-82.025384","27.829307,-80.481708",3 hour 9 mins
"26.678619,-82.025384","26.671786,-81.928616",15 mins
"26.678619,-82.025384","30.100938,-81.774197",4 hour 36 mins
"26.678619,-82.025384","25.741947,-80.433227",2 hour 39 mins
"26.678619,-82.025384","28.670561,-81.457157",3 hour 8 mins
"26.678619,-82.025384","28.617164,-81.260113",3 hour 9 mins
"26.678619,-82.025384","27.926593,-82.785909",2 hour 4 mins
"26.678619,-82.025384","30.488843,-84.318553",5 hour 32 mins
"26.678619,-82.025384","30.727834,-86.564549",7 hour 31 mins
"26.678619,-82.025384","28.448177,-81.42483",2 hour 53 mins
"26.678619,-82.025384","27.460132,-82.615261",1 hour 34 mins
"26.678619,-82.025384","30.600837,-87.116855",8 hour 9 mins
"26.678619,-82.025384","29.142507,-81.033577",3 hour 41 mins
"26.678619,-82.025384","29.087221,-82.250806",3 hour 10 mins
"26.678619,-82.025384","28.473958,-81.287554",3 hour 0 mins
"26.678619,-82.025384","nan,nan",N/A
"26.678619,-82.025384","27.265699,-80.287024",2 hour 51 mins
"26.678619,-82.025384","26.555218,-81.906602",30 mins
"26.678619,-82.025384","28.022595,-82.50629",2 hour 5 mins
"26.678619,-82.025384","28.142893,-81.447848",2 hour 43 mins
"26.678619,-82.025384","29.063053,-82.455587",3 hour 22 mins
"26.678619,-82.025384","30.752566,-85.547114",6 hour 38 mins
"26.678619,-82.025384","26.737753,-81.467487",55 mins
"26.678619,-82.025384","30.517192,-86.46021",7 hour 40 mins
"26.678619,-82.025384","28.117919,-81.973816",2 hour 12 mins
"26.678619,-82.025384","28.56644,-81.217568",3 hour 8 mins
"26.678619,-82.025384","30.531238,-87.232132",8 hour 13 mins
"26.678619,-82.025384","30.207456,-81.7603",4 hour 47 mins
"26.678619,-82.025384","28.476861,-82.485769",2 hour 32 mins
"26.678619,-82.025384","26.587676,-80.148403",2 hour 50 mins
"26.678619,-82.025384","28.86982,-81.164154",3 hour 33 mins
"26.678619,-82.025384","27.985937,-82.119411",2 hour 7 mins
"26.215954,-80.217951","27.829307,-80.481708",2 hour 7 mins
"26.215954,-80.217951","26.671786,-81.928616",2 hour 19 mins
"26.215954,-80.217951","30.100938,-81.774197",4 hour 46 mins
"26.215954,-80.217951","25.741947,-80.433227",53 mins
"26.215954,-80.217951","28.670561,-81.457157",3 hour 17 mins
"26.215954,-80.217951","28.617164,-81.260113",3 hour 8 mins
"26.215954,-80.217951","27.926593,-82.785909",4 hour 1 mins
"26.215954,-80.217951","30.488843,-84.318553",6 hour 26 mins
"26.215954,-80.217951","30.727834,-86.564549",8 hour 25 mins
"26.215954,-80.217951","28.448177,-81.42483",2 hour 59 mins
"26.215954,-80.217951","27.460132,-82.615261",3 hour 30 mins
"26.215954,-80.217951","30.600837,-87.116855",9 hour 3 mins
"26.215954,-80.217951","29.142507,-81.033577",3 hour 19 mins
"26.215954,-80.217951","29.087221,-82.250806",4 hour 4 mins
"26.215954,-80.217951","28.473958,-81.287554",3 hour 2 mins
"26.215954,-80.217951","nan,nan",N/A
"26.215954,-80.217951","27.265699,-80.287024",1 hour 30 mins
"26.215954,-80.217951","26.555218,-81.906602",2 hour 12 mins
"26.215954,-80.217951","28.022595,-82.50629",4 hour 1 mins
"26.215954,-80.217951","28.142893,-81.447848",3 hour 15 mins
"26.215954,-80.217951","29.063053,-82.455587",4 hour 17 mins
"26.215954,-80.217951","30.752566,-85.547114",7 hour 32 mins
"26.215954,-80.217951","26.737753,-81.467487",2 hour 0 mins
"26.215954,-80.217951","30.517192,-86.46021",8 hour 34 mins
"26.215954,-80.217951","28.117919,-81.973816",3 hour 28 mins
"26.215954,-80.217951","28.56644,-81.217568",3 hour 5 mins
"26.215954,-80.217951","30.531238,-87.232132",9 hour 7 mins
"26.215954,-80.217951","30.207456,-81.7603",4 hour 35 mins
"26.215954,-80.217951","28.476861,-82.485769",4 hour 26 mins
"26.215954,-80.217951","26.587676,-80.148403",42 mins
"26.215954,-80.217951","28.86982,-81.164154",3 hour 23 mins
"26.215954,-80.217951","27.985937,-82.119411",3 hour 33 mins
"28.925371,-81.680144","27.829307,-80.481708",2 hour 22 mins
"28.925371,-81.680144","26.671786,-81.928616",3 hour 30 mins
"28.925371,-81.680144","30.100938,-81.774197",1 hour 51 mins
"28.925371,-81.680144","25.741947,-80.433227",4 hour 14 mins
"28.925371,-81.680144","28.670561,-81.457157",45 mins
"28.925371,-81.680144","28.617164,-81.260113",56 mins
"28.925371,-81.680144","27.926593,-82.785909",2 hour 20 mins
"28.925371,-81.680144","30.488843,-84.318553",3 hour 27 mins
"28.925371,-81.680144","30.727834,-86.564549",5 hour 26 mins
"28.925371,-81.680144","28.448177,-81.42483",56 mins
